,BIOMETRIC,IMEI,IMSI
162,ea4b45c3-6696-4ed8-ad5e-3cf78ab15f95,025714989509409,066493489603436
163,37596aeb-238a-450e-af26-ddec37e52fe5,872729968498017,002001448031416
164,f8f46e06-4057-49f1-9ed5-8f13bd6a582d,519878624622532,544440171144931
165,351b3124-a1c6-4fe3-bbfd-4a24d7f2b1f0,977058764920695,065273403177157
166,0bc74833-e79d-456f-acaf-abaf6a7c2280,983323532418738,704619015816878
167,c4b5945f-0680-4db1-bb51-0d1cc42d5997,149108592736322,570216550637966
168,06f81233-eb4b-403f-871e-f801cb7bf757,915417209847426,848745999764917
169,b471b162-f39d-4aea-8a70-0b5e0ef474ec,747443524082498,317277429152448
170,6058aad4-14fa-47ad-b522-af9e0368a1a2,341929904648057,359184850763405
171,5d4a70c5-313f-425c-a699-df0a5fa11d74,944771671597473,146841008279942
172,258150d1-ddb6-413c-9201-9b8e069fea57,371094068442995,307789038432954
173,f1659195-8d78-4b90-aa4f-2508c1bdbeec,153169538589485,345959887565877
174,c7d13733-440a-421e-ba5a-41f4fb5f798e,102592106656784,052355139910350
175,c2b3f4a2-ec40-4259-86d0-d1dcd2f25749,385302029274059,574813449881272
176,f7e45cd0-6489-4e6c-a205-0c1708f714fe,693119271796828,419506319138631
177,846b78ee-682b-4c6a-b42e-29df61b65b8d,433902549190170,728884346585798
178,8837c4ae-2b07-4486-87fb-359b450b0db9,159720535612332,462120506110263
179,c8244075-08bd-4f8f-b0fe-586182ee1d7d,265413133149926,221810628645920
180,f4d5e7e4-9faf-4059-998b-920615692399,205773614607630,316389090087924
181,cadfdf3a-a846-44fa-93df-0b804f3914a2,088092641213287,513707030813856
182,fb0816c9-8059-44b8-beb8-1b63f2734b7f,820417163754502,250051576647154
183,b91f5ed7-1965-4baf-af61-4b4c09e7033b,573751257745048,822968022886994
184,b93d293e-20a0-4740-b40e-ddab9c935de7,653975222314738,584541657321296
185,650f95da-ded5-47c8-9305-3c3089da018a,051113115359966,876055783419106
186,7b5f4934-7d46-44ce-a958-e7d53ec12ece,104120275587801,893652519744685
187,b7a071ea-529a-4305-b635-fee07a14b794,092856051558943,501084893974948
188,1546760d-da05-4ad0-bb51-a5a353059eaf,815036031693267,933750037963642
189,f0f371b3-6010-4ede-8504-efcf6eb6e1ec,997709067072038,821097846919440
190,bc8f2ac3-9e11-4c9a-ba84-6ba6ffe7b0ba,465345470272884,966839970606178
191,fe18fb15-8fd1-48d0-8c28-1821c13b3c94,829365894350207,586274343946501
192,1f26e20a-f7e7-4336-85e1-1e7b51d13af2,752345724843719,092191978074052
193,a0a515e3-5f73-4c46-a207-361ade3541c6,356409313087425,169035177302932
194,ccb74858-7462-4606-bc73-5d3eeabc32e5,324281881470128,446627609551228
195,3dc764c9-8872-4d4f-b0d8-2cc258f7a3b2,082134343858231,960539509303056
196,62404818-e19a-46b3-91ad-bd16d8311388,464151344280000,208908420252979
197,a9fe2dc8-d4fd-4c50-b866-e98e1ca287f1,671196859053894,293201591525499
198,06b8f055-6a61-4c6b-a196-72434cbffcdd,680874085996028,689795339790870
199,831f20b5-95f2-4261-80d5-d32293965042,857465814393296,623468932636294
200,e770e61f-e39d-4c97-a228-f21183c84ce2,516861137211923,875026497538018
201,82d2b857-6eac-4ae2-8b77-1a2793b0b291,889916940766836,763142151905547
202,d70d8b75-4f56-4ab3-a06a-e69780315a13,008149207358382,432628970664924
203,26e29bc9-5198-4a9c-9f00-87a7439b3127,436518081431964,388257842911427
204,a5b37436-78e0-4d88-8b5e-8d11d1b91a76,739498960454844,141291578830331
205,2a309e80-73eb-4544-b36f-41d61ac654f0,772504666168265,097055253839763
206,c452141d-aefd-45ff-bd50-e7b50262df85,627128154955179,859030477895008
207,2b13258c-c2c6-4153-a361-c37f9c87810d,518156528990711,538217588263777
208,04a52290-62d6-4c5a-97a4-9fa83510953f,181243773596101,659755723738573
209,54104c48-2045-4af3-ac45-8bb5df3c9228,150306033822853,995640167865519
210,93a31c33-8b20-4520-9e01-5e6acb81b358,625903238035198,305674770885811
211,4a1bcd91-f9b8-4070-8e9b-fc2d0f1c23a1,927210986776271,276555862826648
212,f686ff49-2046-4c97-97e6-0b260d662fa5,180690686781514,276077916775436
213,56bb25a5-42a4-4119-8fee-b42234aca0bc,035571077808335,559400865068963
214,43deb581-d1e3-466c-a29e-d19348bc21d2,871322548546879,417570502160804
215,96a6f613-b612-414a-b59a-540b2af42c63,233038521871688,156207755066237
216,636f9668-7458-447a-a724-80f0588e2cf6,467859828971919,381768419864378
217,28c54d10-9a74-41a9-b155-79cf1fe6da3e,024628615913804,862704459003046
218,00cba748-0363-46b8-bc0b-49d3eedffa50,296336108995640,984758322968492
219,d0e53169-3b75-4092-b519-36aa20179939,965705213136234,320816389938286
220,54201f7c-42d2-4f6d-bdd8-abbdf1050f72,276158758106788,668482906769775
221,eb7c60a3-d37f-4326-bb92-072806d5e20d,945583183772432,158401200319968
222,8f6a293a-99b8-4a56-89c9-a06c1233e865,176438643517307,961749235661090
223,ebea4072-cc55-472d-b410-a619dc536e1b,494776197906545,911397039036215
224,cc1f4898-1fc5-49d7-af3d-9ac97ba8c66f,253963961972328,489730417657494
225,197c7944-897f-4cfa-998a-46e9d3b36a6c,239862420967985,785098600612524
226,d9a258ba-56d3-4343-859a-0045e40f9b7e,220385347711311,083816940588019
227,136b5049-70dc-428e-8c68-f2756f2e18b3,054439017039328,998479853535691
228,5475b308-209f-43a8-b909-986d67416bb8,670513787695029,325992467965260
229,59ebfb8e-f994-4215-a951-3808d0275d44,296895734893116,913133934080760
230,64ce318b-5df5-4a7b-b1f3-f43667328caf,879344551282346,866780649530435
231,6a4bf7b5-090c-4129-babc-315088c19b00,521176880566988,641215568476168
232,4f74e70b-c46f-4c37-bd15-87303506cc18,395612641765675,901804228434917
233,e0a9c9aa-951b-4f85-a45d-e341166b551c,727656744706984,845291806463248
234,80a4f4f9-0349-4dd3-88ba-3bf38a61fd07,286560417886762,503475048466706
235,8f7ce1f1-2942-4e48-ac65-8c5afeef6d43,361067069011217,228543944186057
236,6af4a274-4aa1-40c0-bc8c-9f0585ae2dd8,295220914689094,515606844444234
237,a1b0b7e9-c34f-44c9-ab74-8937e2abbbad,803433351746195,430097238115192
238,dc76b11e-8e33-419c-8a01-8b93aea1b76b,181014212610547,483777415392984
239,b1133139-44a1-4b9d-89db-f6f781027aea,580736893968573,736661769716820
240,c343e616-3ef3-4998-96df-23a635c73cf1,188854957219853,551901130663424
241,7bb0e5c8-63e5-408f-aecc-e94b2aeb6f6b,681532638988411,657325732338506
242,2a58042c-6289-40cb-9b9d-eeef977c4227,104905034056277,143524142409231
243,bdbbea8a-a13c-48cd-b48e-9a7488d6ebdb,840372372447587,069879437283726
244,e2700881-9168-4f75-9016-25071ad9e603,025751461200701,200284510493264
245,f75994ca-2fc2-4d50-b5a1-cc43c6efb656,593650250135932,127220161886221
246,fe68e008-a8f3-4fcd-879e-e4242e45652f,676564453750298,402842753264122
247,1522c571-8a37-48a5-a2a5-58106b17d81b,539115140841461,011194077674986
248,5496ca21-c9bf-4037-bf5a-6c9044f59590,769156845909307,011627870955456
249,a0c3dc2c-ebd1-4d99-9338-707d8455f7bb,287937964784781,091642610628875
250,0da5b894-32ee-4145-b06b-a7acd42c87e4,747196668655894,402752582385249
251,9b3bcc23-9273-4868-964d-a15cd3e7f371,420182164513363,670370475130471
252,fb498cff-163e-4fa3-a8cd-ed07b56dae22,004038672594452,154847277966376
253,5ffc34dd-1ca0-4006-bc2e-28170f9d5af8,568093240362904,979156056731002
254,3e2c4768-2c65-4986-b2b7-898fa3c5efd8,267007792123762,238879253676629
255,b0a5bbbd-d160-4d9d-bf36-858fbd2c67ca,336057834113385,321918450910721
256,6ec7612f-e25e-4ffe-948c-ab646c1abce7,052053340317268,668215796608708
257,f3f9e2c6-4302-45dd-8b47-4e1c4f7430d5,632160513881365,150228899846299
258,74e35f11-8c28-4eba-9fff-f79ffc0d1e31,681361237502109,331663433405325
259,0e7680a0-be44-412e-bd56-bdda4187a677,674142576301899,561500801161652
260,3f43a0b4-8bbc-4073-ba48-6a7699c02835,828245114040179,861690204871436
261,f6da1394-43ae-477c-b214-609615c3a8fd,379046493057785,011451313665061
262,38ab81ad-6c41-4d10-8383-66926a48fc82,593056564439186,494152434474548
263,f6ed8958-222d-48dc-97d2-00b5abf8017a,118467893784571,843340349802201
264,ce618505-bfad-4bee-8b66-b83bd2567298,682066248106892,856932420171495
265,ebe74e62-cc74-4377-9b42-95628999d1be,852613911065090,320387509678238
266,6428c4be-1ffc-44cc-ab85-c2fc76fb6cb9,785850836103495,613975209949579
267,bdd52e1d-0d84-4467-bd26-dd93aab28ee0,725975369729115,277555151309791
268,314a84a4-01c1-48dd-9628-93e8b3d5d339,300699078353330,974145709764211
269,0dbbea4a-d707-4aaa-9c3e-a2206dd1ffca,585985374793994,353332117653658
270,6a23ab6a-8d60-4555-b9ba-b3d5873cfdb5,900062776014597,745156482175023
271,db19f7aa-0661-4362-8b5f-d811796a62d9,838101144953424,976851056748355
272,af10a0ca-96c9-4de0-b8c4-ac6829295156,172991747275944,106161654590664
273,c9430911-33fd-4839-af05-b611d46df002,230896185984287,282243483819719
274,6d903ab5-3c93-4e6b-b1ee-a55a831ec4a0,856574457522826,421639226755766
275,1e95be9d-455a-474c-8fee-907579e26701,127209020377271,759479788262747
276,08ff4fe0-02bb-4e3b-9199-38788efa9513,554375502040640,708043370197107
277,84f42bd6-fd23-4306-ae10-924ebcf9a3c4,662870179825334,860790787702443
278,6756f83e-3245-40c1-9629-281c3c4912c8,608550875986626,212785279251616
279,da438fa5-9a9a-471f-9787-e8a87060aa78,694851520484183,707097185611860
280,0c4b7548-ed96-4983-b186-43f2ce77421f,997866141765911,888211862263224
281,c5d03983-1221-4785-9602-1ce65c9a954e,053170352386997,924569060459553
282,5a8cb126-9586-4421-9f17-9e5d31e6d815,581669263249222,791650494896016
283,419fad27-6c5d-4478-9fd4-15f52987c135,246599549998968,158753483363572
284,c446e544-6afa-46a4-9f03-ae4bb8efdf25,423697562491381,161046037910753
285,b6b19ce7-6bae-4df8-80ca-d97e730245a9,259445256699822,934738889949736
286,ce157316-872c-4394-8adf-40b037b03c66,919413192876702,307861024516676
287,5726d4b2-b6aa-4b06-983b-343685ab73dd,092620506689406,465054690374645
288,09f86e79-347e-4964-b4f4-703c1425ffe0,531379149664562,934540417901221
289,a18b0b38-e8de-4177-9a5c-af41727c6511,328348836253396,358835210983743
290,058ef8d4-e494-4367-b57b-5599d764c58d,999069946425757,468262096870958
291,130887b4-c607-4052-9688-498a5fb75a26,980925392697533,651071702213348
292,2f65b6ad-261f-475a-a00f-cdf8e423e9e5,843910365467980,241876801940290
293,be384f15-4d31-41d7-8560-b101771e4212,392975738970127,062480544096252
294,f3e936d5-c68b-4be7-9440-252c69e2c554,788725928648247,526869284221967
295,760ac055-9c73-4eb1-996e-23c81f073b2e,617796832735780,673926219894881
296,c33a9d07-960b-473b-b8d1-4f5a16dc585a,759879586407066,044891614181584
297,a5aeaf68-c6dc-4656-95d2-94402e356961,610331836346587,576016411484222
298,cd84e7fd-bf3c-4e0f-b1c9-19404f2839e7,057104586103710,433861267462620
299,46c4fae7-1160-402d-8afd-90b9f10868e2,026216875382338,112328398508269
300,c272038b-667b-42fd-adad-9f7a88034d12,296851824406255,181007013817603
301,768ad431-7731-45c4-b6fe-a7ce8276155a,285662017739408,414295148065543
302,6115ca65-3ff6-4993-b782-8c52e701cc3d,871332742817171,896480379456004
303,441dd3c6-51bf-4d56-a71e-c96fb3d8d311,390585158511544,554313637915260
304,59b1a23f-f6de-4719-8bc0-84f0a8654612,356982622962700,859660397154666
305,a6797e25-8526-43cf-8134-742b528ef9ee,528313856740160,560849854975239
306,145d00c2-ef0c-426c-b07b-4e49f011c093,077967265400834,722478782059999
307,8852e326-b78e-4d5b-a224-2b4a4ef55bd6,172433198611542,199871698772899
308,e6fd67f3-4957-47f0-a837-6f407386bdfd,926166156555472,402555284234784
309,80c311eb-1c21-47b1-a6a5-de1331028109,382439540380131,155021125398359
310,a9ff9ea8-1489-488b-98e9-d1143f5f5ba3,805858610519557,837256778503019
311,554355e1-1cfd-4d4e-9bfd-4fc345868f61,445016080714632,954907855065444
312,24f39d81-74fa-481f-8c03-865bd09e4244,218776118296360,826987173882875
313,8b1dafdd-f553-4f2e-80ae-b15046226921,453371732096258,659804497004200
314,05d25b8e-196b-471b-b17f-fce511e8fe22,282072876464351,059651405002559
315,c42504d7-a60b-4839-b48b-114a745bc258,990490204105514,656173234294638
316,c9c0751f-d145-495e-85fd-92ed76024536,581828080918765,747215220285501
317,6e9564f4-9a6b-4a79-bf7d-3d39d413dc98,462050265616696,136959908757179
318,d520921f-9aee-4638-aacf-96938f0b1c01,558479634396964,657619621015234
319,1588689d-8802-4359-9127-ddbf5126dd20,270145587829289,544941530820393
320,5291c4e6-8cd3-430a-9c22-b7e4c6740446,374756983097397,808888329852544
321,196f1905-69b9-4f0b-8cba-b062f07bf518,044541830219722,121843673975962
322,99cac63b-0c79-472d-aaa0-f486461b9e3f,444881137813885,719850152046980
323,8208f303-a31e-4b4a-9ba2-a7937d1d1ebe,952057428212520,151139325170961
324,91ab944e-611f-44e0-ac9a-8016346aeaa3,947844843630345,165522660935078
325,65de243c-3515-460c-84a9-1e88eefd24f5,065995589865786,334929549178749
326,bed35380-39c7-4eb4-b731-a26780ed2cb6,720548458463408,486348068551505
327,18a3f353-02ec-421b-9509-70865b68bc7e,315838607594262,254978755153324
328,2522409c-5078-40a3-9fb9-df3552ab8522,172972630657216,375703116891439
329,054e13a6-4c26-4aa8-b0a9-c4d6ae0552d5,006782228572995,984949071299506
330,a4457485-9c5d-4bbc-a06d-f85335f2e79d,354456809555684,080784217830942
331,cce604a8-5930-441a-8016-20e7e3211c94,801496777204645,630935285409409
332,eb1e00d3-cf67-4235-8467-2524d906ef4d,722694872595959,962144322539224
333,3805c50f-cdf2-4a10-a81e-27a26cacd516,890622891158113,964947405814350
334,e75a9e26-8b3f-43b5-b84b-c4bf117c26e7,135444349543856,967072676727839
335,062be102-9559-4083-8421-0b88be1cc8f7,961838191069262,415324421476683
336,40e2bb0c-f83f-4e12-9626-2620bfeb0981,329840839792371,958613365783470
337,6fccafe3-16b7-4471-bc7f-5a4c1e214f29,140918524700170,688832009327918
338,364adc96-3606-41b3-9d74-9787d477275d,439945805403546,472175590557612
339,1aa3b514-3730-4348-81fc-270d9a821a72,664349022376101,667075862214610
340,9fb7ba0d-088a-45d3-a490-ecb65bcc99ee,295820734198777,901959527813643
